ID,Similarity,A,B
9088,1.2307915342,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Process invoices and payment from prior periods and properly update general ledger with proper authority.
9089,4.7048232579,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Allow for the release of payment vouchers to payment processing by the following: Batch.
9090,4.7052697048,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Allow for the release of payment vouchers to payment processing by the following: Document.
9092,1.4479355183,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Track the last warrant number.
9093,2.9145422871,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.
9094,2.0648609221,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,"Provide automatic inclusion of credits and penalties within invoices for late delivery, untimely warranty service, and other  predefined violations of contract terms and conditions."
9095,2.0361453874,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Override invoices rejected for services performed past contract end date to allow payment with penalty for late services.
9096,2.6327323197,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Provide the ability to consolidate payments across agencies.
9097,3.5139877991,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Allow users the option to not consolidate payments by type of payment method (i.e. consolidate checks but not EFT).
9098,3.0514511443,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Allow the option for a vendor to specify whether or not to consolidate payments by type of payment method (i.e. consolidate  checks but not EFT).
9099,1.6741740828,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Provide an indicator on an invoice to not consolidate payment across agencies.
9100,2.7991982042,Allow for the release of payment vouchers to payment processing by the following: Individual line item.,Prevent payment processing (warrants or direct deposits) until authorized personnel release payment voucher records.
9101,1.8312854333,Track the last warrant number.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
9102,1.4324599511,Track the last warrant number.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
9103,1.4330822697,Track the last warrant number.,Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
9104,1.3597430804,Track the last warrant number.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
9105,1.3182968783,Track the last warrant number.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
9106,1.4098951128,Track the last warrant number.,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
9107,1.1491478792,Track the last warrant number.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
9108,1.3858188515,Track the last warrant number.,"Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
9109,2.0247017721,Track the last warrant number.,Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
9110,1.111782018,Track the last warrant number.,Automatically reduce an encumbrance when an expenditure transaction is entered.
9111,1.4793777779,Track the last warrant number.,Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
9112,0.9131369501,Track the last warrant number.,Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
9113,1.2196590887,Track the last warrant number.,"Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
9114,1.5051142279,Track the last warrant number.,Accommodate the recording of: Pre-encumbered encumbrances.
9115,1.5420209627,Track the last warrant number.,Accommodate the recording of: Non pre-encumbered encumbrances.
9116,1.9524749241,Track the last warrant number.,"Accommodate the recording of: Non-pre-encumbered/non-encumbered vendor invoices, with the appropriate security control."
9117,1.8056991961,Track the last warrant number.,Provide the ability to enter an invoice number with a minimum of 60 alphanumeric characters available.
9118,1.7183259889,Track the last warrant number.,Reject transactions for insufficient budget (users with the appropriate level of security having override ability).
9119,0.7770153338,Track the last warrant number.,Determine whether to reject disbursements if insufficient budget balance or allow payment despite lack of sufficient funds.
9120,2.1503870104,Track the last warrant number.,Provide the ability to flag an appropriation account so that no payments can be disbursed.
9121,2.114449678,Track the last warrant number.,"For partial payments that the user indicates is a final payment, provide the automatic liquidation of outstanding encumbrance  balances for the invoice amount up to the outstanding encumbrance balance up to a threshold amount."
9122,1.2187968786,Track the last warrant number.,"Prevent duplicate payments by editing invoice numbers, Tax Id, and dollar amounts."
9123,1.1930463051,Track the last warrant number.,Prevent duplicate payments by editing invoice numbers (exclusive of leading zeros) and dollar amounts.
9124,2.3044160087,Track the last warrant number.,Provide the ability to override edits errors on duplicate payments based upon invoice or amounts to allow payments by  individuals with the appropriate security.
9125,1.7822418426,Track the last warrant number.,Provide an indicator that determines if the duplicate invoice edit produces fatal (prevents posting) error or warning message.
9126,1.930878144,Track the last warrant number.,"Provide the ability to automatically establish recurring payments with an end date and frequency (user defined), extension  capability, and the ability to modify chart of accounts coding."
9127,1.0757292035,Track the last warrant number.,Establish recurring payments with an end date when leases are recorded.
9128,1.1332818121,Track the last warrant number.,Establish lease liabilities by fiscal year or accounting period.
9129,0.4699991623,Track the last warrant number.,"Process prepaid expenses (i.e., advanced payment, travel, etc.)."
9130,1.6602699996,Track the last warrant number.,Provide standard payment terms at the vendor level or individual payment terms at the payment level.
9131,1.1584652996,Track the last warrant number.,Generate accrual transactions for goods and services received and not invoiced by period end (month end and year-end).
9132,1.2825515732,Track the last warrant number.,"Establish liability when goods are received. Functionality will include relieving the liability when paid, even if a discount is taken."
9133,1.916635863,Track the last warrant number.,Support the ability to electronically notify vendors of payment data availability through vendor self service.
9134,2.1096754828,Track the last warrant number.,Provide a flag on the vendor master that indicates the W-9 information is current.
9135,1.4348704883,Track the last warrant number.,Support the ability for a vendor to update W-9 and direct deposit information via self service using Web access.
9136,1.5962117184,Track the last warrant number.,"Allow for payment method options as an override by invoice with proper authority. Example, a county may be required to have a  check payment for a specific invoice, but could have an ACH payment for another. The application should allow for a variety of  payment options based upon invoice not exclusively by payee. ."
9137,1.4813010224,Track the last warrant number.,Support CCD and CTX transactions to allow greater payment detail to the payee and financial institution.
9138,0.579045826,Track the last warrant number.,Provide standard interfaces for document imaging.
9139,1.6019833794,Track the last warrant number.,Provide the ability to change the due date so that invoices are paid with proper authority.
9140,2.1583838806,Track the last warrant number.,Provide the ability to put an invoice on hold so that it is not paid.
9141,1.9489011168,Track the last warrant number.,"Allow the storage of a due date, discount date and discount percentage."
9142,1.7469812993,Track the last warrant number.,Allow the allocation of an invoice amount to various accounts according to a percentage of the invoice amount.
9143,2.263570864,Track the last warrant number.,Accept memo information related to an invoice (including the vendor invoice number) and pass that information along to the  vendor in the form of a remittance advice associated with a warrant or ACH payment.
9144,1.9290797457,Track the last warrant number.,Provide chart of account number distribution changes at the line item level on: Requisition.
9145,1.971114915,Track the last warrant number.,Provide chart of account number distribution changes at the line item level on: PO.
9146,1.472132461,Track the last warrant number.,Provide chart of account number distribution changes at the line item level on: Invoice.
9147,1.9437187762,Track the last warrant number.,Provide chart of account number distribution changes at the line item level on: Payment documents.
9148,0.9213858589,Track the last warrant number.,Allow changes to account number distribution after a partial payment has been made.
9149,0.5965165099,Track the last warrant number.,Allow changes to vendor mailing address after a partial payment has been made.
9150,1.6537906146,Track the last warrant number.,Provide the ability to reverse an unpaid payment invoice.
9151,0.627562169,Track the last warrant number.,Allow an invoice payment to be charged to multiple funds.
9152,1.4807928626,Track the last warrant number.,"Allow users the ability to save, retrieve, and update invoice transactions by payee."
9153,1.3065439614,Track the last warrant number.,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements."
9154,1.2707376938,Track the last warrant number.,Provide on line review of unpaid invoices by vendor and/or date.
9155,1.0422119483,Track the last warrant number.,Associate multiple payment vouchers with a single purchase order.
9156,1.4204860935,Track the last warrant number.,"Provide for automatically generated unique payment voucher numbers for each agency, with override capabilities."
9157,0.5210819443,Track the last warrant number.,Prevent duplicate payment voucher numbers.
9158,0.6885563177,Track the last warrant number.,Allow users to drill down to all purchase order information on-line during payment voucher processing.
9159,2.2853730253,Track the last warrant number.,"Provide the ability to control payments in excess of encumbered amounts by user-defined tolerance limits for each type of  encumbrance (e.g., 10% or $50 over encumbrance amount) provided sufficient spending authority exists."
9160,1.4596010004,Track the last warrant number.,Automatically calculate invoice due date based on invoice date or a user-specified date (such as 30 days from the date of  receipt) and payment terms and schedules optimum payment date based on that calculation.
9161,1.3444826157,Track the last warrant number.,Provide ability to flag invoices for additional workflow approval upon entry.
9162,2.5105883536,Track the last warrant number.,Provide the ability to indicate whether payment is final or partial upon entry of the invoice.
9163,1.7985423366,Track the last warrant number.,Allow for the input of invoice receipt date.
9164,0.9676196054,Track the last warrant number.,"Automatically generate payments based on three way matching (invoice, receipt, PO)."
9165,1.6216103591,Track the last warrant number.,Provide the ability to associate a payment with matching purchase documentation and receiving information.
9166,0.6974745826,Track the last warrant number.,"Highlight discrepancies between purchase order, invoice and receiving document: Unit price variances."
9167,1.2254778342,Track the last warrant number.,"Highlight discrepancies between purchase order, invoice and receiving document: Quantity received vs. quantity ordered vs.  quantity invoiced."
9168,2.0201232003,Track the last warrant number.,"Highlight discrepancies between purchase order, invoice and receiving document: Extended value of the PO vs. extended value  of the invoice."
9169,1.4354481439,Track the last warrant number.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Hourly rate for  services (i.e., consulting, contracted personnel services, etc.)."
9170,0.8620071862,Track the last warrant number.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Deliverables."
9171,0.7514324599,Track the last warrant number.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Terms of  contract."
9172,2.4266180598,Track the last warrant number.,"Provide for user-defined tolerances in price and quantity, both on the individual line level and a cumulative tolerance on the  header level. As long as the match is within tolerance, payment voucher transaction will be accepted."
9173,1.7654993815,Track the last warrant number.,Require the user to enter additional information for assets valued at a system configured dollar value.
9174,1.1097513173,Track the last warrant number.,Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
9175,1.4640915962,Track the last warrant number.,Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
9176,1.6622294296,Track the last warrant number.,Prevent freight charges on invoices that have FOB destination terms.
9177,1.3957297854,Track the last warrant number.,Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
9178,0.709208156,Track the last warrant number.,Provide link to document management stored documents.
9179,1.1843330733,Track the last warrant number.,Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
9180,1.9473256737,Track the last warrant number.,Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
9181,1.7094404277,Track the last warrant number.,Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
9182,0.6734164184,Track the last warrant number.,Accept inbound payment requests through an open interface.
9183,1.4505089844,Track the last warrant number.,"Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
9184,1.305784146,Track the last warrant number.,Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
9185,0.9977014571,Track the last warrant number.,Produce payment registers.
9186,1.7383109678,Track the last warrant number.,Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
9187,1.3740056049,Track the last warrant number.,"Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
9188,1.0184427385,Track the last warrant number.,Process invoices and payment from prior periods and properly update general ledger with proper authority.
9189,1.3301199931,Track the last warrant number.,Allow for the release of payment vouchers to payment processing by the following: Batch.
9190,1.3637715369,Track the last warrant number.,Allow for the release of payment vouchers to payment processing by the following: Document.
9191,1.6090969995,Track the last warrant number.,Allow for the release of payment vouchers to payment processing by the following: Individual line item.
9193,2.135382107,Track the last warrant number.,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.
9194,2.0412643965,Track the last warrant number.,"Provide automatic inclusion of credits and penalties within invoices for late delivery, untimely warranty service, and other  predefined violations of contract terms and conditions."
9195,1.1635698434,Track the last warrant number.,Override invoices rejected for services performed past contract end date to allow payment with penalty for late services.
9196,1.7473626809,Track the last warrant number.,Provide the ability to consolidate payments across agencies.
9197,1.8195028996,Track the last warrant number.,Allow users the option to not consolidate payments by type of payment method (i.e. consolidate checks but not EFT).
9198,1.8419852738,Track the last warrant number.,Allow the option for a vendor to specify whether or not to consolidate payments by type of payment method (i.e. consolidate  checks but not EFT).
9199,1.2479036814,Track the last warrant number.,Provide an indicator on an invoice to not consolidate payment across agencies.
9200,0.8059643043,Track the last warrant number.,Prevent payment processing (warrants or direct deposits) until authorized personnel release payment voucher records.
9201,2.78351507,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
9202,2.6691740216,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
9203,2.8432552095,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
9204,2.6059268019,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
9205,2.7360007764,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
9206,3.0454123587,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
9207,2.6382908586,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
9208,2.1599337303,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
9209,2.5874395792,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
9210,1.8852549641,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Automatically reduce an encumbrance when an expenditure transaction is entered.
9211,2.4746315803,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
9212,2.4376246436,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
9213,2.7988954997,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
9214,0.8417248618,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Accommodate the recording of: Pre-encumbered encumbrances.
9215,1.1238172738,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Accommodate the recording of: Non pre-encumbered encumbrances.
9216,2.1843297303,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Accommodate the recording of: Non-pre-encumbered/non-encumbered vendor invoices, with the appropriate security control."
9217,2.9052844377,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to enter an invoice number with a minimum of 60 alphanumeric characters available.
9218,2.4902544138,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Reject transactions for insufficient budget (users with the appropriate level of security having override ability).
9219,2.2443452705,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Determine whether to reject disbursements if insufficient budget balance or allow payment despite lack of sufficient funds.
9220,3.3474081404,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to flag an appropriation account so that no payments can be disbursed.
9221,3.0701125812,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"For partial payments that the user indicates is a final payment, provide the automatic liquidation of outstanding encumbrance  balances for the invoice amount up to the outstanding encumbrance balance up to a threshold amount."
9222,2.1725994969,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Prevent duplicate payments by editing invoice numbers, Tax Id, and dollar amounts."
9223,2.0612119671,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Prevent duplicate payments by editing invoice numbers (exclusive of leading zeros) and dollar amounts.
9224,3.2479675096,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to override edits errors on duplicate payments based upon invoice or amounts to allow payments by  individuals with the appropriate security.
9225,2.8453459529,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide an indicator that determines if the duplicate invoice edit produces fatal (prevents posting) error or warning message.
9226,3.1615286899,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide the ability to automatically establish recurring payments with an end date and frequency (user defined), extension  capability, and the ability to modify chart of accounts coding."
9227,2.4578001469,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Establish recurring payments with an end date when leases are recorded.
9228,1.4913605513,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Establish lease liabilities by fiscal year or accounting period.
9229,0.8405032583,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Process prepaid expenses (i.e., advanced payment, travel, etc.)."
9230,2.4318602151,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide standard payment terms at the vendor level or individual payment terms at the payment level.
9231,2.7817041376,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Generate accrual transactions for goods and services received and not invoiced by period end (month end and year-end).
9232,2.5077012837,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Establish liability when goods are received. Functionality will include relieving the liability when paid, even if a discount is taken."
9233,2.7315737505,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Support the ability to electronically notify vendors of payment data availability through vendor self service.
9234,2.6159310137,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide a flag on the vendor master that indicates the W-9 information is current.
9235,2.8183483108,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Support the ability for a vendor to update W-9 and direct deposit information via self service using Web access.
9236,2.9322780101,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Allow for payment method options as an override by invoice with proper authority. Example, a county may be required to have a  check payment for a specific invoice, but could have an ACH payment for another. The application should allow for a variety of  payment options based upon invoice not exclusively by payee. ."
9237,2.4305646393,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Support CCD and CTX transactions to allow greater payment detail to the payee and financial institution.
9238,2.093964866,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide standard interfaces for document imaging.
9239,2.7955168876,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to change the due date so that invoices are paid with proper authority.
9240,2.8764027298,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to put an invoice on hold so that it is not paid.
9241,1.7535900789,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Allow the storage of a due date, discount date and discount percentage."
9242,1.5516144578,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow the allocation of an invoice amount to various accounts according to a percentage of the invoice amount.
9243,2.6952065745,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Accept memo information related to an invoice (including the vendor invoice number) and pass that information along to the  vendor in the form of a remittance advice associated with a warrant or ACH payment.
9244,3.0683852763,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide chart of account number distribution changes at the line item level on: Requisition.
9245,3.1407325904,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide chart of account number distribution changes at the line item level on: PO.
9246,2.876950813,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide chart of account number distribution changes at the line item level on: Invoice.
9247,3.2127195936,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide chart of account number distribution changes at the line item level on: Payment documents.
9248,2.6870799257,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow changes to account number distribution after a partial payment has been made.
9249,1.7040320292,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow changes to vendor mailing address after a partial payment has been made.
9250,2.6640345055,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to reverse an unpaid payment invoice.
9251,1.1378110263,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow an invoice payment to be charged to multiple funds.
9252,2.4890802372,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Allow users the ability to save, retrieve, and update invoice transactions by payee."
9253,2.7350693359,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements."
9254,1.7809859084,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide on line review of unpaid invoices by vendor and/or date.
9255,2.3228801298,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Associate multiple payment vouchers with a single purchase order.
9256,2.4138892095,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide for automatically generated unique payment voucher numbers for each agency, with override capabilities."
9257,0.8774813983,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Prevent duplicate payment voucher numbers.
9258,2.0392558298,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow users to drill down to all purchase order information on-line during payment voucher processing.
9259,3.2145274509,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide the ability to control payments in excess of encumbered amounts by user-defined tolerance limits for each type of  encumbrance (e.g., 10% or $50 over encumbrance amount) provided sufficient spending authority exists."
9260,2.244990127,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Automatically calculate invoice due date based on invoice date or a user-specified date (such as 30 days from the date of  receipt) and payment terms and schedules optimum payment date based on that calculation.
9261,2.7550048747,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide ability to flag invoices for additional workflow approval upon entry.
9262,3.134861408,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to indicate whether payment is final or partial upon entry of the invoice.
9263,1.2470673853,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow for the input of invoice receipt date.
9264,2.362237446,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Automatically generate payments based on three way matching (invoice, receipt, PO)."
9265,2.8613263891,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to associate a payment with matching purchase documentation and receiving information.
9266,1.6968426083,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Highlight discrepancies between purchase order, invoice and receiving document: Unit price variances."
9267,1.9671324884,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Highlight discrepancies between purchase order, invoice and receiving document: Quantity received vs. quantity ordered vs.  quantity invoiced."
9268,2.4116692818,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Highlight discrepancies between purchase order, invoice and receiving document: Extended value of the PO vs. extended value  of the invoice."
9269,2.5053899882,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Hourly rate for  services (i.e., consulting, contracted personnel services, etc.)."
9270,1.6250556983,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Deliverables."
9271,1.6825589729,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Terms of  contract."
9272,3.4501564707,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide for user-defined tolerances in price and quantity, both on the individual line level and a cumulative tolerance on the  header level. As long as the match is within tolerance, payment voucher transaction will be accepted."
9273,3.0072637487,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Require the user to enter additional information for assets valued at a system configured dollar value.
9274,2.0268885366,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
9275,2.4749933835,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
9276,2.6153777982,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Prevent freight charges on invoices that have FOB destination terms.
9277,3.0182269026,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
9278,1.6636370008,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide link to document management stored documents.
9279,2.5135214368,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
9280,2.7736903968,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
9281,2.9411921901,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
9282,0.9247304193,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Accept inbound payment requests through an open interface.
9283,3.06762792,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
9284,2.9668790212,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
9285,1.7502334241,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Produce payment registers.
9286,3.2717386115,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
9287,3.1638284787,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,"Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
9288,2.5189590276,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Process invoices and payment from prior periods and properly update general ledger with proper authority.
9289,2.4317490869,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow for the release of payment vouchers to payment processing by the following: Batch.
9290,2.5859539603,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.,Allow for the release of payment vouchers to payment processing by the following: Document.
