ID,Similarity,A,B
7624,2.2940503205,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to generate a customer receipt as well as an internal transaction tape for each transaction processed. The internal  transaction tape will be used to balance the drawer at the end of the day.
7625,1.955560747,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to capture the following on each customer receipt: Transaction Time.
7626,2.0630995887,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to capture the following on each customer receipt: Transaction Date.
7627,2.0972945993,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to capture the following on each customer receipt: Cashier.
7628,2.2382561734,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to capture the following on each customer receipt: Location.
7629,2.2878623808,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to capture the following on each customer receipt: Register Number.
7630,2.7200854671,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",6 Provide ability to capture the following on each customer receipt: Payment Type/Method (multiple lines).
7631,2.0920821543,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billing status."
7632,1.9641044829,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billed and unbilled charges."
7633,1.9883336382,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Delinquent accounts and referrals of delinquent accounts and bankrupt  customers."
7634,2.2125417628,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Receivables tracking."
7635,2.1071389117,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Long-term receivables."
7636,2.1225493853,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Memo billing status."
7637,2.4424177998,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",7 Provide ability to query all invoice/adjustments for a single customer online and print the information queried.
7638,0.7309552487,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.",7 Provide ability to report and print customer activity by customer type.
7639,2.8258209571,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability to generate reports of invoices billed, paid, or voided with a user-defined timeframe. Also, the system provides the  Provide ability to generate a report of all outstanding invoices on a given date by chart of account elements."
7640,1.9147989205,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","7 Provide ability for aging analysis of outstanding accounts receivable based upon user-defined aging buckets (e.g., 30, 60, 90,  120, and greater than 120 days) using the original invoice date and current system date or a user-specified date."
7641,1.721642696,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provides full integration with General Ledger, Procurement, and Accounts Payable to carry forward relevant purchasing,  descriptive, invoice and accounting information as a starting point for recording the asset."
7642,1.8848833483,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Land."
7643,1.8322769543,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Buildings."
7644,1.8198780979,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Building Improvements."
7645,1.7549837745,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Leasehold improvements."
7646,1.8294230858,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Equipment."
7647,2.0486991477,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Communication equipment."
7648,1.8210495647,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Furniture and fixtures."
7649,1.9728822599,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Vehicles."
7650,1.6222766271,"8 At a minimum, system performs the following Asset Management functions, with proper security: Additions.","9 Provide ability to track the following categories of assets, including, but not limited to: Trailers."
7651,2.5990120557,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
7652,2.5349496818,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
7653,1.7931257313,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
7654,2.4785520586,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
7655,2.2360237247,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
7656,2.4085885446,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
7657,1.9685274269,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
7658,2.2277662917,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","0 Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
7659,2.469031991,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",0 Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
7660,1.1961327783,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",0 Automatically reduce an encumbrance when an expenditure transaction is entered.
7661,2.4936131131,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","1 Provide ability to integrate billing, accounts receivable, and cash receipting functions with other relevant modules, including but  not limited to: asset management, accounts payable, general ledger, project accounting, and grant modules."
7662,2.6595182473,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",1 Provide ability to enter all Chart of Account elements on any type of transaction within the revenue/receivables module and apply  all edits and validations against those elements or combinations thereof.
7663,2.6921926477,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","1 Calculate and include sales tax on all relevant revenue transactions based on an external file of applicable regional (state, city, or  county) taxes provided by the Department of Revenue, as well as accommodating additional tax types (e.g., stadium, tourist,  premium resort, exposition, hotel/motel)."
7664,2.1379724338,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",1 Monitor collection dates and generate workflow transactions or notifications based on user-defined criteria.
7665,2.0433557578,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","1 Maintain an audit trail of all billing, accounts receivable, and cash receipting activity."
7666,1.8263334566,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","1 Record billings, accounts receivables, and cash receipts."
7667,2.1320442888,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","1 Provide ability to simultaneously work in multiple fiscal years (i.e., have periods open in two or more fiscal years at one time)."
7668,1.993978096,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","1 Provide an audit trail on all transactions, including user ID, date, and time."
7669,1.7103110549,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",1 Establish default account distributions for each receivable.
7670,2.357901407,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",1 Capture expenditure data for billing purposes. (Integrate with project/accounting job costing system.).
7671,2.1025015784,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","2 Provide a central file for storing all customer-related information (e.g., name, address, contact, etc.)."
7672,0.9516100005,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",2 Provide ability to create user-defined customer types.
7673,1.5862747737,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","2 Provide ability to bill, track and collect for 'one-time' customers."
7674,1.0213842818,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",2 Provide ability to purge inactive customers based upon Agency/Department defined parameters.
7675,1.3230991913,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",2 Provide ability to deactivate and reactivate customers with appropriate security and control.
7676,2.0474876396,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple addresses per  customer."
7677,2.4041091629,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple contact  names and numbers per customer."
7678,2.0080868659,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: At least 20 user- definable fields per customer."
7679,2.2304480585,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",2 Provide ability to capture and retain a tax ID number associated with receivable customers.
7680,1.3796513195,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",2 Provide ability to prevent duplicate customer numbers based on user-defined criteria.
7681,2.6102199335,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Enter multiple invoice lines per invoice."
7682,2.6760363083,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Track, at minimum: item, description (up to 256 characters), quantity, unit cost, unit of measure, and  extended amount."
7683,2.6651314237,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code."
7684,2.5291949985,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total."
7685,2.7562396038,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Invoice Number."
7686,2.5525421095,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Sales Order Number."
7687,2.5512547658,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: PO Number."
7688,2.3984165976,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Customer Information, including name, address and number."
7689,2.5728479648,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",3 Provide ability for multiple user-defined tax percentages to be defined by item to be used in calculating the customer invoice total.
7690,2.9764599469,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",3 Provide ability to override sales tax on invoices for tax exempt customers for the total invoice or individual line items on the  revenue transaction.
7691,1.7416421929,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to classify receivables and payables by type in order to determine which are qualified to be included in the Setoff  Program.
7692,2.3198598332,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to specify a hierarchy for which receivables/payables to offset first.
7693,2.440009323,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to specify rules for amount that is to be charged for each collection by the Department of Administration for the  Setoff Program.
7694,1.5649592251,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to match payables to aged receivables for Setoff processing.
7695,2.5153502034,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to net receivables against payables with payables balance (if applicable) to continue for payment processing.
7696,2.0161762072,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to flag and/or release payables that are not eligible for setoff processing.
7697,1.7505205076,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","4 Provide ability to notify the appropriate payable agency/department, receivable agency/department, and the debtor/vendor of the  setoff transaction."
7698,2.2917459425,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to specify details of the receivables and payables on each billing statement.
7699,1.9996147817,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability for notification to debtor/vendor regarding set-off transaction including details and remaining debt balance.
7700,1.4000868598,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",4 Provide ability to upload data using standard file format.
7701,3.0292286178,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to process receipts, including identifying the payment source, payment source phone number, payee, and any  element in the Chart of Accounts such as fund, agency, appropriation, etc."
7702,1.8308394762,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",5 Provide ability to process multiple and/or partial invoice payments on the same receipt.
7703,2.4329385761,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Chart of Account code distributions to which each receipts was deposited."
7704,2.3416177287,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received."
7705,2.2923989495,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies."
7706,2.3362884036,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date deposited to bank."
7707,2.2851138377,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person depositing to bank."
7708,2.2693836017,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Unique, sequential receipt document number."
7709,2.8771103938,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Contact information for originating unit (e.g., name, phone number, fax, etc.)."
7710,2.2819349552,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Reference fields."
7711,1.5602778241,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to create user-defined screens for cashiers.
7712,2.1617752827,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to require a valid operator code in order to process a receipt.
7713,2.6548803541,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","6 Provide ability to define system security by register at various levels (e.g., clerk, manager, etc.) depending on the function being  performed."
7714,2.9806299181,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to generate a customer receipt as well as an internal transaction tape for each transaction processed. The internal  transaction tape will be used to balance the drawer at the end of the day.
7715,2.2166144145,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to capture the following on each customer receipt: Transaction Time.
7716,2.432626897,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to capture the following on each customer receipt: Transaction Date.
7717,2.3873814097,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to capture the following on each customer receipt: Cashier.
7718,2.4918408757,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to capture the following on each customer receipt: Location.
7719,2.5782006562,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to capture the following on each customer receipt: Register Number.
7720,2.9233593039,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",6 Provide ability to capture the following on each customer receipt: Payment Type/Method (multiple lines).
7721,2.7665003292,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billing status."
7722,2.6475881937,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billed and unbilled charges."
7723,2.6462907173,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Delinquent accounts and referrals of delinquent accounts and bankrupt  customers."
7724,2.8183758569,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Receivables tracking."
7725,2.7648819989,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Long-term receivables."
7726,2.7977907483,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Memo billing status."
7727,2.9463917477,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",7 Provide ability to query all invoice/adjustments for a single customer online and print the information queried.
7728,1.1306760484,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.",7 Provide ability to report and print customer activity by customer type.
7729,3.1891266707,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability to generate reports of invoices billed, paid, or voided with a user-defined timeframe. Also, the system provides the  Provide ability to generate a report of all outstanding invoices on a given date by chart of account elements."
7730,2.4367066259,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","7 Provide ability for aging analysis of outstanding accounts receivable based upon user-defined aging buckets (e.g., 30, 60, 90,  120, and greater than 120 days) using the original invoice date and current system date or a user-specified date."
7731,2.4557355845,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provides full integration with General Ledger, Procurement, and Accounts Payable to carry forward relevant purchasing,  descriptive, invoice and accounting information as a starting point for recording the asset."
7732,2.4360078898,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Land."
7733,2.3366508863,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Buildings."
7734,2.4666494187,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Building Improvements."
7735,2.3803820834,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Leasehold improvements."
7736,2.4343333999,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Equipment."
7737,2.6422689984,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Communication equipment."
7738,2.4677577289,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Furniture and fixtures."
7739,2.5824739936,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Vehicles."
7740,2.1509837863,"8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information.","9 Provide ability to track the following categories of assets, including, but not limited to: Trailers."
7741,2.1402958375,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
7742,1.9966999103,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
7743,1.2085378332,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
7744,1.9055255105,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
7745,1.5715656544,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
7746,1.6986620125,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
7747,1.2714889349,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
7748,1.6340050328,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","0 Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
7749,1.8083094358,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",0 Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
7750,1.5361572219,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",0 Automatically reduce an encumbrance when an expenditure transaction is entered.
7751,2.0025776248,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","1 Provide ability to integrate billing, accounts receivable, and cash receipting functions with other relevant modules, including but  not limited to: asset management, accounts payable, general ledger, project accounting, and grant modules."
7752,1.8827156256,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",1 Provide ability to enter all Chart of Account elements on any type of transaction within the revenue/receivables module and apply  all edits and validations against those elements or combinations thereof.
7753,2.2094356983,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","1 Calculate and include sales tax on all relevant revenue transactions based on an external file of applicable regional (state, city, or  county) taxes provided by the Department of Revenue, as well as accommodating additional tax types (e.g., stadium, tourist,  premium resort, exposition, hotel/motel)."
7754,1.6293999202,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",1 Monitor collection dates and generate workflow transactions or notifications based on user-defined criteria.
7755,1.6252646777,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","1 Maintain an audit trail of all billing, accounts receivable, and cash receipting activity."
7756,1.388141113,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","1 Record billings, accounts receivables, and cash receipts."
7757,1.2282413799,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","1 Provide ability to simultaneously work in multiple fiscal years (i.e., have periods open in two or more fiscal years at one time)."
7758,1.6253987595,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","1 Provide an audit trail on all transactions, including user ID, date, and time."
7759,1.329502526,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",1 Establish default account distributions for each receivable.
7760,2.3313569306,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",1 Capture expenditure data for billing purposes. (Integrate with project/accounting job costing system.).
7761,1.820567547,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","2 Provide a central file for storing all customer-related information (e.g., name, address, contact, etc.)."
7762,0.6109289558,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",2 Provide ability to create user-defined customer types.
7763,0.7570159948,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","2 Provide ability to bill, track and collect for 'one-time' customers."
7764,0.6088297593,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",2 Provide ability to purge inactive customers based upon Agency/Department defined parameters.
7765,0.9787221532,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",2 Provide ability to deactivate and reactivate customers with appropriate security and control.
7766,1.3013258181,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple addresses per  customer."
7767,1.6935584729,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple contact  names and numbers per customer."
7768,1.3134006142,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: At least 20 user- definable fields per customer."
7769,1.6503061445,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",2 Provide ability to capture and retain a tax ID number associated with receivable customers.
7770,0.9818573817,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.",2 Provide ability to prevent duplicate customer numbers based on user-defined criteria.
7771,1.8996356091,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Enter multiple invoice lines per invoice."
7772,2.0618000742,"8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Track, at minimum: item, description (up to 256 characters), quantity, unit cost, unit of measure, and  extended amount."
